"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"214857_at",0.452023077830839,5.01330018855372,2.51196094633702,0.0133338778314877,0.0444937302677199,-4.11650345563848
"244851_at",-0.096607849917993,2.34821853502479,-2.51186698653554,0.013337246902128,0.044502256461238,-4.11672825631801
"200748_s_at",-0.491332277126816,13.6134233880992,-2.51168327526906,0.0133438363482172,0.0445175356095378,-4.1171677672955
"222734_at",-0.573434182919739,5.74963558604132,-2.51167080964363,0.0133442835769426,0.0445175356095378,-4.11719758901985
"231564_at",-0.125027088577493,2.3716469812562,-2.51165752513126,0.013344760199606,0.0445175356095378,-4.11722936963458
"211607_x_at",-0.226482913130676,2.57159444957851,-2.51164853045709,0.0133450829198047,0.0445175356095378,-4.11725088755908
"244664_at",0.261272899874414,2.69834060961157,2.51128127412617,0.0133582656873715,0.0445587930240399,-4.11812941427012
"211471_s_at",0.324359058831432,2.80599972715702,2.51114066982807,0.0133633158017049,0.0445728558843188,-4.11846572813498
"226086_at",1.49316172429183,4.14485652594215,2.51111850508773,0.0133641120532536,0.0445728558843188,-4.11851874281702
"1558315_s_at",-0.275355539842791,3.00669029849587,-2.51106218928973,0.0133661353467326,0.0445768848409544,-4.11865343973238
"216712_at",-0.130214239636332,2.35060571454545,-2.51103831942827,0.0133669930171379,0.0445770261184516,-4.11871053118168
"220360_at",-0.111742372280003,2.38005561133884,-2.51098869798627,0.0133687761277998,0.0445802534025038,-4.11882921317529
"1562562_at",-0.128283202404432,2.35513588396694,-2.5109002293179,0.0133719557135331,0.0445881367712033,-4.11904080271764
"91816_f_at",0.552534146262989,2.81251577073554,2.51036883300302,0.0133910684725041,0.0446491443306601,-4.12031159631379
"208041_at",-0.163020669919142,2.3827397978595,-2.51019230969893,0.0133974229023593,0.0446676076093966,-4.12073368473418
"218971_s_at",0.265866106476191,6.4855229633719,2.5098941381969,0.0134081625138154,0.0447006881367596,-4.12144658795638
"220813_at",-0.168895081156126,2.79694233095041,-2.50986464654283,0.0134092251697097,0.0447015051615071,-4.1215170959037
"205089_at",0.544554774850068,6.09294581450413,2.50972892830961,0.0134141163986055,0.0447150843856697,-4.12184155822976
"231008_at",0.349359928427577,3.8917176588843,2.50969674036823,0.0134152766728684,0.0447162258177822,-4.12191850780218
"242333_at",-0.147158837243789,2.38999709747107,-2.50955332423844,0.0134204474657573,0.0447307092129176,-4.12226135242091
"212683_at",0.359377138861373,6.26153721358678,2.50953084612848,0.0134212580637936,0.0447307092129176,-4.12231508605518
"1561990_at",-0.0904887399564829,2.35820322532231,-2.50925111232734,0.0134313493956279,0.0447612821325138,-4.12298374990015
"221715_at",-0.203506699208196,3.54437736191736,-2.50923118035625,0.0134320686958967,0.0447612821325138,-4.12303139188107
"221041_s_at",-0.522190123651607,3.43514766079339,-2.50919705402222,0.0134333003190125,0.0447626581510243,-4.12311296085329
"229205_at",0.490672431753372,3.2583674764876,2.5089343310219,0.013442785404628,0.0447915346455017,-4.12374088955258
"223059_s_at",-0.773954257344526,8.53439930206611,-2.50887825884741,0.0134448105535247,0.0447955525297967,-4.12387489881298
"225419_at",-0.385256656992717,7.63372875846281,-2.50844197583185,0.0134605770380356,0.0448453506522818,-4.12491749797735
"230464_at",0.279270022156084,3.32770056193388,2.50829253687074,0.013465981296039,0.0448606219449752,-4.12527457942197
"229958_at",-0.629473691885227,4.41114706522314,-2.50817209310384,0.013470338394802,0.0448724030790103,-4.12556236349125
"210230_at",0.935189013950747,6.29546766396694,2.50812163420243,0.0134721641394989,0.0448757508423969,-4.12568292450648
"221416_at",-0.246244783670261,2.51447927724793,-2.50797942195586,0.0134773109691644,0.0448901600511156,-4.1260226992491
"1568957_x_at",-0.363773198334311,3.60006782071901,-2.50783547564819,0.0134825223479997,0.0449047824912818,-4.1263665993706
"1561139_at",0.219987980588214,2.8989431037686,2.50777534003563,0.0134847000093241,0.0449092996899429,-4.12651026326588
"203491_s_at",-0.609128902403349,7.40990188179339,-2.50744713609309,0.013496590643476,0.0449461623481576,-4.12729428740064
"236551_at",0.546076354076332,3.4916402923719,2.50737895059923,0.0134990621400076,0.0449516549427442,-4.12745715951648
"200935_at",0.398855649213761,5.31458685054545,2.50730253135196,0.0135018325638031,0.0449581422305684,-4.12763969455156
"204187_at",0.671245061255067,3.36321950712397,2.50727966587302,0.013502661603926,0.044958164739946,-4.12769431006775
"206286_s_at",-0.503048038110885,2.72455231429752,-2.50717055350569,0.0135066183490373,0.0449686005500922,-4.1279549250821
"215335_at",-0.110977007197983,2.34359499702479,-2.50705048447941,0.0135109736145524,0.0449803618325307,-4.12824169829339
"242010_at",-0.0694023330141778,2.33298092022314,-2.50699940965348,0.013512826633309,0.0449837917788706,-4.1283636818091
"231149_s_at",0.422043848124407,3.28499109297521,2.50643367233651,0.0135333670617626,0.0450494273425796,-4.12971469937058
"240880_at",-0.104854715958178,2.33358532717355,-2.50593032819199,0.0135516656348589,0.0451075927545302,-4.13091648728654
"212694_s_at",-0.602180300295314,7.46390363890083,-2.50578366774542,0.013557001491092,0.0451226064726034,-4.13126661390086
"216896_at",-0.0227082602817124,2.31972636709917,-2.50562108705301,0.0135629187601889,0.0451395533974512,-4.13165472581144
"222252_x_at",0.464558041609687,6.52436531171901,2.50532009368088,0.0135738797802771,0.0451709111706512,-4.13237319603638
"236610_at",0.721070872881755,4.88001847752066,2.50531698412698,0.0135739930596031,0.0451709111706512,-4.13238061812626
"201898_s_at",-0.512180840369983,7.3079246774876,-2.50527260729258,0.0135756097752433,0.045173155753175,-4.13248653879976
"208797_s_at",0.861450449391923,5.98679689608264,2.5052531143337,0.0135763199878586,0.045173155753175,-4.13253306495857
"201784_s_at",-0.408849722069096,10.2330291140083,-2.50504356993237,0.0135839566938977,0.0451958152643375,-4.13303318887692
"240400_at",0.309459585729047,3.72415780428099,2.50477674342799,0.0135936865694865,0.0452254358760298,-4.13366997466492
"216826_at",-0.184915201378998,2.38530696400826,-2.50460599302537,0.0135999162836356,0.0452434087500929,-4.13407744123818
"1556859_a_at",-0.139555608467198,2.3815887551405,-2.50454293842223,0.0136022174341709,0.0452461762739039,-4.13422790392111
"241664_x_at",-0.108117493919126,2.34479227250413,-2.50452332618288,0.0136029332453888,0.0452461762739039,-4.13427470250787
"231327_at",0.303260962610833,3.3813895517438,2.50451517306688,0.0136032308292717,0.0452461762739039,-4.13429415731849
"1570264_at",0.428771881191155,3.05430573072727,2.50444699614869,0.0136057194741624,0.0452517009702433,-4.13445683755514
"244490_at",0.58409735539703,3.04787679194215,2.50428955759028,0.0136114679703361,0.0452680663794481,-4.13483249407057
"1552628_a_at",-0.548420968225741,7.17110189484297,-2.50413591256442,0.0136170800490642,0.0452839761378618,-4.13519907852636
"211704_s_at",-0.418126524882956,5.12158857647934,-2.50403145005534,0.0136208968560334,0.0452939140982623,-4.13544830596079
"233487_s_at",0.221088524401553,3.16756538842975,2.50385969662561,0.0136271743902318,0.0453104707560633,-4.13585805623256
"218432_at",-0.72128974570878,6.75787537538017,-2.50384988002079,0.0136275332622351,0.0453104707560633,-4.13588147483459
"202774_s_at",0.399973944340438,8.02916690423967,2.50371630770358,0.013632417192348,0.0453239531767484,-4.13620011823182
"243120_at",-0.128773804179884,2.42391375053719,-2.50360074405605,0.0136366439176255,0.0453327626356252,-4.13647578870637
"201887_at",0.503772281950154,9.8858631826281,2.5035985236351,0.0136367251407065,0.0453327626356252,-4.13648108528145
"230632_at",-0.22453032387049,2.43648087858678,-2.5033647901998,0.0136452775389083,0.0453584356420119,-4.13703860757197
"243183_at",-0.243918615332044,2.45196702795868,-2.50332184009421,0.0136468496217903,0.0453609035851045,-4.13714105098166
"233113_at",-0.16941359772117,2.35126793170248,-2.50322803097622,0.0136502838369206,0.0453693655515133,-4.13736479640591
"1552663_a_at",-0.0701668872980865,2.33512668242149,-2.5032069684846,0.0136510550102962,0.0453693655515133,-4.13741503180825
"238367_s_at",-0.0474996946261546,2.32786712124793,-2.50307096136468,0.0136560356570943,0.0453831600748622,-4.13773940840834
"212924_s_at",0.285373772286746,2.85658516709917,2.50302176435369,0.0136578376757657,0.045386390015346,-4.13785673923411
"243319_at",-0.0778393145447143,2.34711162032231,-2.50274323788609,0.0136680437270084,0.045415084295819,-4.13852096280843
"229981_at",0.236398703402132,3.17161590301653,2.50274078230301,0.0136681337373151,0.045415084295819,-4.13852681853108
"233732_at",0.216730246455288,3.27305893023141,2.50270005382912,0.0136696267319207,0.0454172849761645,-4.13862394120523
"207967_at",-0.073651183083741,2.33739757814876,-2.50261651565918,0.0136726894694326,0.0454247005372322,-4.13882314506302
"205237_at",-0.522554785566201,2.99618741642975,-2.50235992212598,0.0136821007271962,0.0454532055692946,-4.13943497669278
"217363_x_at",-0.242806006514753,6.47849436583471,-2.50209414390138,0.0136918549659232,0.0454828464828878,-4.14006864911129
"238027_at",-0.102503790352968,2.35174327397521,-2.50204388759366,0.0136937001050468,0.0454862122262109,-4.14018846413947
"1556700_a_at",-0.038108801043006,2.32406796426446,-2.50178876488585,0.0137030702576573,0.0455145717962102,-4.14079666351511
"236843_at",-0.0670296978105376,2.34112644939669,-2.5016790578472,0.0137071013429077,0.0455251953543602,-4.14105818226839
"41386_i_at",0.25705512588853,4.10664951220661,2.50124711966436,0.0137229828270324,0.0455751737877664,-4.14208773266608
"214176_s_at",-0.495475109972916,6.29272226414876,-2.5011377527118,0.0137270066360611,0.0455857682110448,-4.1423483899196
"232789_at",-0.0984986883246877,2.39817226024793,-2.50089760318035,0.0137358458760307,0.0456123518537491,-4.14292070886877
"226190_at",0.636773695175282,7.54064140118182,2.5007654994037,0.0137407104202976,0.0456233878157676,-4.14323551451515
"221981_s_at",0.326422606749976,3.23003907635537,2.50074120114739,0.0137416053386887,0.0456233878157676,-4.14329341606126
"244194_at",-0.162276634828075,2.3988202688595,-2.5007393743995,0.013741672620943,0.0456233878157676,-4.14329776909088
"232571_at",0.242774516728493,2.92846526444628,2.5006962232837,0.0137432620361342,0.0456258942149272,-4.1434005947549
"236764_at",0.30642039975394,4.21752082608264,2.50045121699795,0.0137522896406468,0.0456530926595243,-4.1439843948862
"217703_x_at",0.397572711508983,7.58212102893388,2.50022080249797,0.0137607844279038,0.0456785191303286,-4.14453337876527
"1562098_at",-0.118742427961008,2.35955383296694,-2.50009515592831,0.0137654186688501,0.0456911283219632,-4.14483272415697
"203538_at",-0.353622756231417,9.93920805829752,-2.50006280643244,0.0137666120459478,0.0456923155231102,-4.14490979269149
"238256_at",-0.127154168960421,2.37105206128926,-2.49992156692582,0.0137718234733885,0.0457045241630754,-4.14524626722443
"226385_s_at",-0.439621311870004,10.2172422040661,-2.4999178066855,0.0137719622420972,0.0457045241630754,-4.14525522500187
"203885_at",-0.614644749379029,7.60464975376033,-2.49970895685022,0.0137796716442657,0.0457273335245342,-4.1457527354126
"219292_at",-0.514440078972326,4.91548553439669,-2.49931064529992,0.0137943854610632,0.0457733825989944,-4.14670146717489
"221980_at",-0.187383557006815,2.39032621679339,-2.49923726672055,0.0137970976322499,0.0457783962571895,-4.14687623156127
"202897_at",-0.731310137982522,6.33049006604959,-2.4992116797349,0.0137980434738292,0.0457783962571895,-4.14693717051864
"227800_at",-0.112781114213252,2.3729635818843,-2.49920181256958,0.0137984082362777,0.0457783962571895,-4.14696067039213
"217984_at",0.525719684747093,9.36526022208264,2.49885074131487,0.0138113920040021,0.0458186916946068,-4.14779673559581
"209386_at",1.06676828150727,10.2467018362066,2.49881136235585,0.0138128490483168,0.045820745159369,-4.14789050875655
"233057_at",-0.547955634339385,2.81959360765289,-2.49860049233833,0.0138206536998033,0.0458438537303128,-4.14839263112996
"209751_s_at",-0.600369600277205,6.11068344910744,-2.49853060139061,0.0138232413502873,0.0458496554736082,-4.14855904659951
"238291_at",-0.0459980663343007,2.32851713879339,-2.49849448557001,0.0138245786763213,0.045851309622558,-4.1486450393728
"212217_at",-0.379659072944611,5.53845748408264,-2.49828632356366,0.0138322889236315,0.0458740990476495,-4.14914065707881
"205701_at",-0.213730012477968,2.53632618444628,-2.49818946089289,0.0138358779933006,0.0458832188562935,-4.14937126695957
"212834_at",0.527353483304259,5.95589404722314,2.49808862475949,0.0138396151768581,0.04589282871147,-4.14961132827395
"240302_at",0.325400527374954,5.04018332690909,2.49798132363123,0.0138435929568018,0.0459032351818266,-4.14986677126441
"224475_at",-0.161708547558276,2.79258522068595,-2.49783495930717,0.0138490205036877,0.0459159107822915,-4.15021519286641
"230482_at",0.831949268390816,3.06799653616529,2.4978329430406,0.0138490952850621,0.0459159107822915,-4.15021999247888
"218471_s_at",0.664696093066125,6.59785844172727,2.49780546567624,0.0138501144298796,0.0459165053634287,-4.15028540049668
"211265_at",-0.12957336999721,2.36413025741322,-2.49776779713733,0.013851511677799,0.0459183533004098,-4.15037506686695
"1557642_at",-0.0353782846080319,2.32010909130579,-2.49770981868557,0.0138536625323162,0.0459226990999385,-4.1505130766711
"224641_at",-0.627840923117714,7.72772853131405,-2.4976866586057,0.0138545217963943,0.0459227632141776,-4.15056820527892
"236876_at",-0.137047944115388,2.36143403171901,-2.49739252181159,0.0138654387361719,0.0459561628819229,-4.15126830754224
"217704_x_at",0.242748019437199,2.79817580256198,2.49734081754039,0.0138673585439651,0.0459597398552036,-4.15139136599924
"217080_s_at",0.416850863490361,2.72535716569422,2.49698619985531,0.0138805320972604,0.0460006117358293,-4.15223530996617
"203078_at",-0.361532448174795,3.25545885444628,-2.4969333369,0.0138824968403007,0.0460043344895714,-4.15236110767914
"232700_at",0.195777143447355,3.99626553102479,2.4968267046427,0.0138864607688498,0.0460146813658705,-4.15261485263426
"202237_at",-0.732380549918636,10.7830554697438,-2.49665254780974,0.0138929370196981,0.0460301001511126,-4.15302925987656
"217951_s_at",-0.446680602778339,6.12152942959504,-2.49664733672174,0.0138931308424533,0.0460301001511126,-4.15304165929095
"1557374_at",-0.386580456518138,2.60247341912397,-2.49663365980456,0.0138936395572714,0.0460301001511126,-4.15307420243467
"231606_at",-0.0461535886951401,2.31994956944628,-2.49652229095022,0.0138977825570147,0.0460410361915161,-4.15333918984622
"207515_s_at",0.526890611589331,4.71016567924793,2.49638167539589,0.0139030151320122,0.0460555802691771,-4.15367375069114
"1564429_at",-0.0759805985068085,2.33495821396694,-2.49611016330189,0.0139131236021244,0.0460862736548015,-4.15431970029661
"214805_at",0.442779993818968,5.6422804287686,2.49602872995498,0.013916156668504,0.0460935279487765,-4.15451342459043
"220700_at",-0.107212646209859,2.33645564996694,-2.49565187197667,0.0139302008184875,0.0461372504089415,-4.1554098694907
"204624_at",0.749655452564457,3.18506979087603,2.49560685159068,0.0139318794142163,0.0461400149598569,-4.15551695286224
"234056_at",-0.165201957485317,2.43573178312397,-2.49552637284125,0.0139348805338847,0.0461471588849271,-4.15570837149283
"241001_at",-0.0690278420712866,2.34047148420661,-2.49549067382672,0.0139362119649057,0.0461487728896626,-4.15579327978527
"1566480_x_at",0.661718716545771,6.23240259936364,2.49519863650608,0.0139471080640791,0.0461820574977909,-4.15648783462924
"239922_at",0.340959828501668,3.25895525393388,2.49515364594088,0.01394878736757,0.0461848210090164,-4.15659482956385
"AFFX-M27830_5_at",0.659465035133403,11.5857416618182,2.49512380418222,0.0139499013312288,0.0461857124430747,-4.15666579719613
"215665_at",-0.648886650014738,2.51788742972727,-2.49509940072207,0.0139508123476232,0.0461859318865454,-4.15672383127003
"225503_at",-0.717417209286809,4.62511554549587,-2.49498038172422,0.0139552562607915,0.0461978466976733,-4.15700686402207
"212880_at",-0.606886347605834,6.29085205743802,-2.49478884483165,0.0139624104925396,0.0462187318326333,-4.15746232218848
"229790_at",-0.253546430462698,2.83258829836364,-2.49472276921201,0.0139648792907549,0.0462232279365804,-4.15761943699007
"1557558_s_at",0.315037817331997,3.69686518504132,2.49470723982399,0.0139654595753886,0.0462232279365804,-4.15765636227028
"219026_s_at",0.316704134510728,2.61359909524793,2.49423578810828,0.0139830865123941,0.0462787684664133,-4.1587772664539
"1555192_at",0.235648609218866,2.80297024649587,2.4940031507118,0.0139917918322353,0.0463043235503685,-4.15933030522283
"1563793_at",-0.0533381488665143,2.33298505570248,-2.49398418461289,0.013992501759473,0.0463043235503685,-4.1593753904564
"200639_s_at",0.481554492132828,12.1025305664711,2.49389796296774,0.0139957295604166,0.0463104810001511,-4.1595803482168
"236155_at",0.391763724285594,4.75110917952893,2.49388923121834,0.0139960564800457,0.0463104810001511,-4.15960110413145
"228255_at",-0.708228713785673,3.96657329928926,-2.49383082269903,0.0139982434901412,0.0463126200572252,-4.15973994315258
"1561476_at",-0.113658409466645,2.34917419016529,-2.49382672170511,0.0139983970565286,0.0463126200572252,-4.15974969124344
"222867_s_at",-0.467067068110349,6.96962328116529,-2.49365611918648,0.0140047867964034,0.0463309565010804,-4.16015520181043
"1569409_x_at",0.638370541471097,6.71653113028926,2.4935252052161,0.0140096918104451,0.0463423202561434,-4.16046635845296
"212470_at",-0.643898518563979,6.97508915038016,-2.49351919615474,0.0140099169915646,0.0463423202561434,-4.16048064045131
"244855_at",-0.0678237420215217,2.32436208458678,-2.49335707526514,0.0140159934647859,0.0463596154075723,-4.16086594854003
"238065_at",0.29294332836196,3.61894199141322,2.49326315439413,0.014019514802038,0.0463684575525634,-4.16108915726636
"219986_s_at",0.255821690836502,4.78566465138843,2.4932333578504,0.0140206321169992,0.0463693479915879,-4.1611599690022
"234320_at",-0.0385992706171181,2.31901788999174,-2.49305583090708,0.0140272906967839,0.0463885634093425,-4.1615818474664
"234014_at",-0.135885210707048,2.36339287665289,-2.49291199795462,0.0140326875736973,0.0464036042755474,-4.16192363503063
"237286_at",0.300529552425308,4.33882115904959,2.49251026777851,0.0140477710592398,0.0464506732787383,-4.16287816484605
"204768_s_at",0.629985201394205,4.06664951084297,2.49246105513404,0.0140496198082124,0.0464539769602087,-4.16299508687679
"225404_at",-0.597030099160134,6.97104364952893,-2.49243273353794,0.0140506838512622,0.0464546858298218,-4.16306237389536
"239627_at",0.265820539766378,4.28594134200826,2.49236092123815,0.0140533821639018,0.0464607975457328,-4.16323298391593
"239753_at",0.375966034169658,3.05395825812397,2.49201730078812,0.0140662999471994,0.0464990489093683,-4.1640492882237
"234603_at",-0.0429657981606497,2.32812693928926,-2.492007905469,0.0140666532960393,0.0464990489093683,-4.16407160630759
"1553927_at",-0.0730893177302159,2.3333134658595,-2.49143080648125,0.0140883726416148,0.0465680293924364,-4.16544232908433
"203401_at",0.626065393014088,7.47287695410744,2.49119923390687,0.0140970963871515,0.0465940481784253,-4.16599227873613
"211384_s_at",-0.130517348199111,2.36434924324793,-2.49113530648689,0.0140995054953315,0.0465965008592139,-4.16614408852446
"1561179_s_at",0.327924529867036,4.69127513389256,2.49113431295708,0.0140995429394574,0.0465965008592139,-4.16614644785287
"1564389_at",-0.0417466196459526,2.33190493149587,-2.49104710279514,0.0141028300600305,0.0466045472065377,-4.16635354192241
"215807_s_at",0.417085044035045,4.17907282101653,2.490727146144,0.0141148957136676,0.046641600576863,-4.16711327271086
"243660_at",-0.0376247080769376,2.32319985793388,-2.49070404659167,0.0141157671610445,0.0466416612999401,-4.16716811874077
"230374_at",-0.184013207889716,2.48609027919835,-2.49056235223018,0.0141211137356123,0.0466565079462536,-4.16750453831276
"201160_s_at",-0.710556079122268,10.2688531801653,-2.49046845278721,0.014124657854143,0.0466653977989769,-4.16772747071224
"1554640_at",-0.444605531224015,2.76280264234711,-2.4902975015439,0.0141311122383762,0.0466839010050282,-4.16813331704618
"1561610_at",-0.100936565577514,2.34286613332231,-2.49017419448755,0.0141357694186498,0.0466961383525095,-4.16842603824192
"213680_at",1.75519233057066,5.67663842680992,2.49015420338971,0.01413652459096,0.0466961383525095,-4.16847349429595
"1557053_s_at",0.292655532074037,8.04025845778512,2.48997201650548,0.0141434084400794,0.046714825544744,-4.16890596450759
"1566207_at",0.218883666701883,3.76700989500826,2.48995925700495,0.0141438906642468,0.046714825544744,-4.16893625159028
"227231_at",0.514363780126679,3.21579021790083,2.48982695021205,0.0141488918460854,0.0467285207903787,-4.16925029848943
"235221_at",0.351040258507898,3.04402157035537,2.48977313958533,0.0141509263336275,0.0467324170869223,-4.16937802051247
"220987_s_at",0.491941169946807,3.65267093914876,2.48955508268392,0.0141591733670509,0.0467568281599027,-4.16989556323411
"224873_s_at",0.660386625647025,5.03235641596694,2.4891894997338,0.014173009552693,0.0467996918283301,-4.17076315699673
"208639_x_at",0.699539175576857,8.20920843206612,2.48843186736272,0.0142017220601498,0.0468916694026626,-4.17256078859721
"219615_s_at",0.802516216462076,4.58322492370248,2.4882874971301,0.0142071992474051,0.0469069214282534,-4.17290327938014
"1563505_at",0.368555200967173,3.12336520089256,2.48815598815865,0.0142121901402773,0.0469184843805058,-4.17321524369095
"201093_x_at",-0.397215271614887,7.81838651413223,-2.48814999272055,0.0142124177102869,0.0469184843805058,-4.17322946565704
"220063_at",0.373099114848387,4.30490113982645,2.48808529552963,0.0142148736412447,0.0469237587595879,-4.17338293392048
"241663_at",-0.0568409818393762,2.33025538887603,-2.4879373742346,0.01422049021648,0.0469394652611716,-4.17373380464102
"209778_at",-0.459535612798695,4.74516036042149,-2.48787417089685,0.0142228906532146,0.046944554570752,-4.17388371782658
"244524_at",0.552100786158914,3.33934871234711,2.48784319681615,0.0142240671681977,0.0469456037921773,-4.17395718457778
"1570448_at",-0.0855498743806584,2.33623111775207,-2.48774610292147,0.0142277557320104,0.0469549432394321,-4.17418747414087
"222598_s_at",0.493350188272604,3.46882165928099,2.4874076134607,0.0142406215134051,0.0469945667096466,-4.17499024798192
"239991_at",0.350912320257892,4.64092390490083,2.48738208442554,0.0142415922780555,0.0469949337801125,-4.17505078957136
"205708_s_at",0.462794547420775,4.700841117,2.48705518231977,0.0142540282522083,0.0470331318460764,-4.17582598178199
"224465_s_at",0.390886176383993,7.11359806936364,2.48650246137667,0.0142750768686719,0.0470997421878364,-4.17713645566266
"222801_s_at",-0.554758460763618,5.29813801428926,-2.4864715250219,0.014276255801229,0.0471007896410932,-4.17720979646246
"238821_at",0.254392452885165,2.77095552393388,2.48634622249245,0.0142810317598483,0.0471137037029933,-4.17750684268906
"229616_s_at",0.766154557016944,3.89954568180165,2.4862873088296,0.0142832777720842,0.0471182703142697,-4.17764650065845
"1562989_at",-0.0617891632008014,2.32155165284298,-2.48625092662781,0.0142846649571625,0.0471200034107305,-4.17773274511169
"214749_s_at",0.470729644768593,10.0991262803719,2.4861038111976,0.0142902754195858,0.0471356665399283,-4.17808147243229
"236832_at",0.464668403014683,3.0875945907438,2.48604473927961,0.0142925287674679,0.0471375182280736,-4.17822149324159
"233070_at",-0.224621998168013,2.57276093061983,-2.48604389219609,0.0142925610824875,0.0471375182280736,-4.17822350109972
"223640_at",-0.631903093306062,5.66927219854545,-2.48601007816048,0.0142938510926793,0.0471389292775343,-4.17830365064626
"1554749_s_at",-0.0846915857681205,2.32553868600826,-2.48597452560299,0.0142952075398766,0.047140559242627,-4.17838791995837
"230245_s_at",0.953035098895896,4.89872098807438,2.48556552077655,0.0143108206930007,0.0471891997702075,-4.17935729542699
"238534_at",0.630148807468849,5.73476243405785,2.48544028784624,0.0143156043192546,0.0472021267733233,-4.17965407913629
"209022_at",-0.417866104496124,9.69952782076033,-2.48536110085292,0.0143186298275827,0.0472088617671296,-4.17984173375912
"1567009_at",-0.251145257592218,2.46385560960331,-2.48534163056907,0.0143193738188583,0.0472088617671296,-4.1798878729449
"1557697_at",-0.108562917773206,2.34481651627273,-2.48529544345178,0.0143211388419758,0.0472100463300197,-4.17999732233056
"234282_at",0.481698797410605,3.4011896015124,2.48528703853462,0.014321460053584,0.0472100463300197,-4.18001723922437
"235932_x_at",-0.0510015561657537,2.33178465384298,-2.48516333839479,0.0143261882592109,0.0472203687914621,-4.18031036091364
"206342_x_at",-0.632574461823574,5.27546137594215,-2.48515992505773,0.0143263187473758,0.0472203687914621,-4.18031844902134
"244514_at",-0.289424533260784,2.46671313975207,-2.48503618888914,0.0143310497633535,0.0472331150648835,-4.180611642562
"222907_x_at",-0.425810594172558,5.9016901732314,-2.48484733284274,0.0143382733088044,0.0472540743314575,-4.18105911264087
"209254_at",0.409745374141368,5.2962101558843,2.48479964212313,0.0143400979429312,0.0472572391676069,-4.18117210480978
"217822_at",0.423604681820624,9.22007472528099,2.4847484665633,0.0143420561367642,0.0472608437365949,-4.18129335132968
"1556340_at",-0.0544061117364634,2.33132085443802,-2.48466575879981,0.0143452213912295,0.0472660443898914,-4.18148930003919
"243640_x_at",0.529241014763534,4.57148157842975,2.48466205007948,0.0143453633398419,0.0472660443898914,-4.18149808648846
"233082_at",0.262554837354622,2.59612013470248,2.48427432819231,0.0143602100396079,0.0473121111127185,-4.1824165857128
"203464_s_at",0.506197171364205,5.87513192357025,2.48375820054257,0.0143799949617667,0.0473744411023495,-4.18363907304072
"1554149_at",-0.477705022027212,8.13529753599174,-2.48357146540928,0.0143871591469926,0.0473945981757394,-4.18408131288752
"1552652_at",0.234457454170202,5.26609019933884,2.4835535380657,0.0143878471060068,0.0473945981757394,-4.1841237681609
"231732_at",-0.156911425325813,2.38777505647934,-2.48334625727508,0.0143958036077651,0.0474179506147693,-4.1846146274348
"223329_x_at",-0.339284173002911,9.72971872395041,-2.4833036718394,0.0143974387420497,0.0474204797121426,-4.18471546894428
"1561978_at",-0.108976831250031,2.34477811022314,-2.48323161351517,0.014400205911652,0.0474267368363093,-4.18488609814705
"232423_at",0.569484608377803,4.41311087349587,2.48282128624414,0.0144159722730318,0.0474758031579336,-4.18585764007245
"239878_at",-0.122805366722871,2.36366174042975,-2.48274677496928,0.0144188369376353,0.047481301882614,-4.18603404671014
"1553846_at",-0.112558894782838,2.37484608252066,-2.48273268209018,0.0144193788104055,0.047481301882614,-4.18606741129044
"229535_at",-0.288556369816784,4.9528884202314,-2.48266842470208,0.0144218497446154,0.0474855672798445,-4.18621953707434
"212985_at",-0.89819016795425,7.0270845522314,-2.48265382626036,0.0144224111613918,0.0474855672798445,-4.18625409757628
"210329_s_at",-0.282900107994941,2.85743937140496,-2.48233004367089,0.014434867985746,0.0475237193424858,-4.18702057672062
"218915_at",0.450339268025401,6.41374488395041,2.4821730893998,0.0144409099133617,0.0475395965103355,-4.18739209660748
"201521_s_at",0.594016473103459,5.85683589536364,2.48215959431719,0.0144414295096509,0.0475395965103355,-4.18742403926372
"225144_at",-0.663862193444642,7.57594906761983,-2.48199339550082,0.0144478299715188,0.0475578027509206,-4.18781741650479
"1560968_at",-0.211227089729652,2.37660949647934,-2.48191790489179,0.0144507380173779,0.0475645115345337,-4.18799608795555
"213279_at",0.628871244742025,7.32034331190909,2.481824843071,0.0144543236599328,0.0475734496813644,-4.18821634027002
"227634_at",0.369384005266375,4.12573969755372,2.48141971110549,0.0144699425251452,0.0476219892591533,-4.18917509194201
"213082_s_at",0.406367847282198,5.9125847777686,2.48137608150758,0.014471625455317,0.0476246612356721,-4.18927833370653
"205668_at",1.04171861999091,6.54699744397521,2.48105336888446,0.014484078919374,0.0476627754990536,-4.19004192549166
"205760_s_at",0.443013594434341,6.22395411746281,2.4807152220156,0.0144971382550554,0.0477028787972529,-4.19084194117144
"212816_s_at",0.773109851626679,3.06826170555372,2.48053008611324,0.014504292712912,0.0477219843336136,-4.19127990925627
"211911_x_at",0.936616084544045,10.301304273686,2.48051980321785,0.0145046901811795,0.0477219843336136,-4.19130423419784
"237449_at",-0.0189366020186994,2.31702304178512,-2.48033572682783,0.0145118069940842,0.0477425264697969,-4.19173966498277
"219157_at",-0.624626699246111,7.37665847019008,-2.4798298631413,0.0145313808958342,0.0477992313338592,-4.192936130163
"207650_x_at",-0.137217859638604,3.23788636233058,-2.47982672077354,0.0145315025603159,0.0477992313338592,-4.19294356178087
